LineName,TrainNumber,StationCode,Direction,Destination
R,1,R41,forward,G33
G,1,R25,forward,G33
B,1,R36,forward,G33
R,2,R08,backward,R01
G,2,R14,backward,R01
B,2,R14,backward,R01
R,3,R06,forward,G33
G,3,R33,forward,G33
B,3,B01,forward,G33
R,4,R16,backward,R01
G,4,R22,backward,R01
B,4,R22,backward,R01
