LineName,TrainNumber,StationCode,Direction,Destination
R,1,R18,forward,G33
G,1,R05,forward,G33
B,1,R16,forward,G33
R,2,R31,backward,R01
G,2,R01,backward,R01
B,2,R34,backward,R01
R,3,R26,forward,G33
G,3,R13,forward,G33
B,3,R24,forward,G33
R,4,R39,backward,R01
G,4,R09,backward,R01
B,4,R42,backward,R01
