LineName,TrainNumber,StationCode,Direction,Destination
R,1,R06,forward,G33
G,1,R33,forward,G33
B,1,B01,forward,G33
R,2,R43,backward,R01
G,2,R06,backward,R01
B,2,R06,backward,R01
R,3,R14,forward,G33
G,3,R08,forward,G33
B,3,R08,forward,G33
R,4,R08,backward,R01
G,4,R14,backward,R01
B,4,R14,backward,R01
