LineName,TrainNumber,StationCode,Direction,Destination
R,1,R31,forward,G33
G,1,R05,forward,G33
B,1,R27,forward,G33
R,2,R18,backward,R01
G,2,R01,backward,R01
B,2,R23,backward,R01
R,3,R39,forward,G33
G,3,R13,forward,G33
B,3,R35,forward,G33
R,4,R26,backward,R01
G,4,R09,backward,R01
B,4,R31,backward,R01
