LineName,TrainNumber,StationCode,Direction,Destination
R,1,R33,forward,G33
G,1,R07,forward,G33
B,1,R29,forward,G33
R,2,R16,backward,R01
G,2,R32,backward,R01
B,2,R21,backward,R01
R,3,R41,forward,G33
G,3,R15,forward,G33
B,3,R37,forward,G33
R,4,R24,backward,R01
G,4,R07,backward,R01
B,4,R29,backward,R01
