LineName,TrainNumber,StationCode,Direction,Destination
R,1,R01,forward,G33
G,1,R18,forward,G33
B,1,R40,forward,G33
R,2,R05,backward,R01
G,2,R21,backward,R01
B,2,R10,backward,R01
R,3,R09,forward,G33
G,3,R26,forward,G33
B,3,R04,forward,G33
R,4,R13,backward,R01
G,4,R29,backward,R01
B,4,R18,backward,R01
