LineName,TrainNumber,StationCode,Direction,Destination
R,1,R15,forward,G33
G,1,R22,forward,G33
B,1,R11,forward,G33
R,2,R34,backward,R01
G,2,R17,backward,R01
B,2,R39,backward,R01
R,3,R23,forward,G33
G,3,R30,forward,G33
B,3,R19,forward,G33
R,4,R42,backward,R01
G,4,R25,backward,R01
B,4,R03,backward,R01
