LineName,TrainNumber,StationCode,Direction,Destination
R,1,R43,forward,G33
G,1,R27,forward,G33
B,1,R38,forward,G33
R,2,R06,backward,R01
G,2,R12,backward,R01
B,2,R12,backward,R01
R,3,R08,forward,G33
G,3,R02,forward,G33
B,3,R02,forward,G33
R,4,R14,backward,R01
G,4,R20,backward,R01
B,4,R20,backward,R01
