LineName,TrainNumber,StationCode,Direction,Destination
R,1,R38,forward,G33
G,1,R22,forward,G33
B,1,R33,forward,G33
R,2,R11,backward,R01
G,2,R17,backward,R01
B,2,R17,backward,R01
R,3,R03,forward,G33
G,3,R30,forward,G33
B,3,R41,forward,G33
R,4,R19,backward,R01
G,4,R25,backward,R01
B,4,R25,backward,R01
