LineName,TrainNumber,StationCode,Direction,Destination
R,1,R12,forward,G33
G,1,R19,forward,G33
B,1,R08,forward,G33
R,2,R37,backward,R01
G,2,R20,backward,R01
B,2,R42,backward,R01
R,3,R20,forward,G33
G,3,R27,forward,G33
B,3,R16,forward,G33
R,4,R02,backward,R01
G,4,R28,backward,R01
B,4,R06,backward,R01
