LineName,TrainNumber,StationCode,Direction,Destination
R,1,R10,forward,G33
G,1,R30,forward,G33
B,1,R08,forward,G33
R,2,R39,backward,R01
G,2,R09,backward,R01
B,2,R42,backward,R01
R,3,R18,forward,G33
G,3,R05,forward,G33
B,3,R16,forward,G33
R,4,R04,backward,R01
G,4,R17,backward,R01
B,4,R06,backward,R01
