LineName,TrainNumber,StationCode,Direction,Destination
R,1,R12,forward,G33
G,1,R32,forward,G33
B,1,R10,forward,G33
R,2,R37,backward,R01
G,2,R07,backward,R01
B,2,R40,backward,R01
R,3,R20,forward,G33
G,3,R07,forward,G33
B,3,R18,forward,G33
R,4,R02,backward,R01
G,4,R15,backward,R01
B,4,R04,backward,R01
