LineName,TrainNumber,StationCode,Direction,Destination
R,1,R21,forward,G33
G,1,R15,forward,G33
B,1,R15,forward,G33
R,2,R28,backward,R01
G,2,R24,backward,R01
B,2,R35,backward,R01
R,3,R29,forward,G33
G,3,R23,forward,G33
B,3,R23,forward,G33
R,4,R36,backward,R01
G,4,R32,backward,R01
B,4,R43,backward,R01
