LineName,TrainNumber,StationCode,Direction,Destination
R,1,R17,forward,G33
G,1,R24,forward,G33
B,1,R13,forward,G33
R,2,R32,backward,R01
G,2,R15,backward,R01
B,2,R37,backward,R01
R,3,R25,forward,G33
G,3,R32,forward,G33
B,3,R21,forward,G33
R,4,R40,backward,R01
G,4,R23,backward,R01
B,4,R01,backward,R01
