LineName,TrainNumber,StationCode,Direction,Destination
R,1,R11,forward,G33
G,1,R18,forward,G33
B,1,R07,forward,G33
R,2,R38,backward,R01
G,2,R21,backward,R01
B,2,R43,backward,R01
R,3,R19,forward,G33
G,3,R26,forward,G33
B,3,R15,forward,G33
R,4,R03,backward,R01
G,4,R29,backward,R01
B,4,R07,backward,R01
