LineName,TrainNumber,StationCode,Direction,Destination
R,1,R34,forward,G33
G,1,R21,forward,G33
B,1,R32,forward,G33
R,2,R15,backward,R01
G,2,R18,backward,R01
B,2,R18,backward,R01
R,3,R42,forward,G33
G,3,R29,forward,G33
B,3,R40,forward,G33
R,4,R23,backward,R01
G,4,R26,backward,R01
B,4,R26,backward,R01
